Participant,Item,Order1,RT1,Condition,Duration1,ISI1,Cue_Color,Cue_Duration,Arousal,Valence,Enticement,Order2,RT2,Duration2,ISI2,Realness,Type,Category,Orientation,Norms_Arousal,Norms_Valence,Luminance,Contrast,Entropy,Complexity,Red,Green
S115,Male_024_h,43,4.652300000011921,AI-Generated,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,3,2.6385999999642373,1000.0,500.0,1.0,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S115,Faces_352_h,44,10.924600000023842,AI-Generated,2500.0,500.0,red,1250.0,0.0,-0.42,0.0,60,4.343699999988079,1000.0,500.0,1.0,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S115,Male_023_v,45,6.321599999964238,Photograph,2500.0,500.0,blue,1250.0,0.0,0.0,0.0,38,1.409699999988079,1000.0,500.0,0.9,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S115,People_169_h,46,7.668099999964237,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.38,0.0,37,1.361800000011921,1000.0,500.0,1.0,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S115,Female_017_v,47,8.020399999976158,AI-Generated,2500.0,500.0,red,1250.0,0.57,0.4,0.8,42,2.328399999976158,1000.0,500.0,0.99,Erotic,Female,v,5.75,7.2,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S115,Faces_234_h,48,6.022600000023842,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.0,0.0,29,1.2791000000238422,1000.0,500.0,1.0,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S115,Faces_314_h,49,5.651599999964237,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.02,0.0,54,6.094099999964238,1000.0,500.0,1.0,Non-erotic,Faces,h,3.3,5.25,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S115,Faces_160_v,50,4.605800000011921,AI-Generated,2500.0,500.0,red,1250.0,0.0,0.0,0.0,23,1.8446000000238416,1000.0,500.0,1.0,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S115,Male_005_v,51,6.102600000023842,AI-Generated,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,25,7.875100000023842,1000.0,500.0,0.17,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S115,Female_016_h,52,12.15330000001192,Photograph,2500.0,500.0,blue,1250.0,0.28,0.5,0.86,26,3.095100000023842,1000.0,500.0,0.86,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S115,Female_012_v,53,12.187400000035765,Photograph,2500.0,500.0,blue,1250.0,0.57,0.08,0.58,43,2.1441000000238417,1000.0,500.0,1.0,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S115,Male_020_v,54,4.77,Photograph,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,28,1.8110999999642368,1000.0,500.0,1.0,Erotic,Male,v,3.25,3.95,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S115,Female_009_h,55,6.055,AI-Generated,2500.0,500.0,red,1250.0,0.98,1.0,1.0,58,1.7277000000476834,1000.0,500.0,0.99,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S115,Male_008_v,56,5.1505,Photograph,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,36,3.476800000011921,1000.0,500.0,0.76,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S115,People_157_h,57,7.0375,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.54,0.0,56,1.6612000000476834,1000.0,500.0,0.98,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S115,Male_015_v,58,8.705100000023842,AI-Generated,2500.0,500.0,red,1250.0,0.0,-0.82,0.0,5,1.9936000000238416,1000.0,500.0,1.0,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S115,People_176_h,59,6.520600000023842,Photograph,2500.0,500.0,blue,1250.0,0.0,0.82,0.0,57,1.6615999999642372,1000.0,500.0,0.99,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S115,Male_002_v,60,4.638599999964237,Photograph,2500.0,500.0,blue,1250.0,0.0,-0.84,0.0,7,1.726699999988079,1000.0,500.0,1.0,Erotic,Male,v,2.85,4.0,42.743,65.8985,7.7155,221793,11.6582,-3.6073
S114,Male_002_v,1,25.90139999997616,AI-Generated,2500.0,500.0,blue,1250.0,0.29,0.06,0.63,8,1.782600000023842,1000.0,500.0,0.81,Erotic,Male,v,2.85,4.0,42.743,65.8985,7.7155,221793,11.6582,-3.6073
S114,People_176_h,2,10.379399999976158,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.38,0.0,16,1.8226000000238416,1000.0,500.0,0.15,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S114,Faces_330_v,3,12.3375,AI-Generated,2500.0,500.0,blue,1250.0,0.52,0.14,0.58,44,1.512600000023842,1000.0,500.0,0.7,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S114,Female_004_v,4,10.072899999976158,Photograph,2500.0,500.0,red,1250.0,0.77,0.7,0.9,32,1.5582000000476834,1000.0,500.0,0.92,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S114,Male_014_v,5,13.305600000023842,Photograph,2500.0,500.0,red,1250.0,0.55,0.4,0.65,15,4.511299999952317,1000.0,500.0,0.73,Erotic,Male,v,3.95,3.6,73.0604,48.9227,7.2601,151861,3.9097,2.0474
S114,Male_015_v,6,11.477899999976158,AI-Generated,2500.0,500.0,blue,1250.0,0.44,0.1,0.64,13,1.562899999976158,1000.0,500.0,0.38,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S114,Male_016_v,7,15.5725,AI-Generated,2500.0,500.0,blue,1250.0,0.29,-0.42,0.33,17,4.3378000000715256,1000.0,500.0,0.59,Erotic,Male,v,3.6,3.5,50.2338,45.7527,7.4858,216444,12.4281,14.1233
S114,Faces_184_h,8,8.451199999928475,Photograph,2500.0,500.0,red,1250.0,0.19,-0.14,0.29,47,1.3362000000476835,1000.0,500.0,0.94,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S114,Female_017_v,9,7.8725,AI-Generated,2500.0,500.0,blue,1250.0,0.7,0.34,0.72,33,2.582799999952316,1000.0,500.0,0.76,Erotic,Female,v,5.75,7.2,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S114,People_157_h,10,8.400599999904632,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.36,0.0,3,5.311099999904632,1000.0,500.0,0.44,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S114,Female_016_h,11,14.636900000095368,AI-Generated,2500.0,500.0,blue,1250.0,0.51,0.52,0.68,27,3.3343000000715257,1000.0,500.0,0.63,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S114,Faces_351_h,12,7.500900000095368,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.24,0.0,38,2.1032000000476843,1000.0,500.0,0.42,Non-erotic,Faces,h,4.5,7.1,35.4262,73.7229,7.3716,170646,2.8311,6.4751
S114,Male_006_v,13,8.007100000023842,AI-Generated,2500.0,500.0,blue,1250.0,0.42,0.3,0.72,21,1.615,1000.0,500.0,0.25,Erotic,Male,v,4.8,2.95,26.1872,40.1914,7.0614,206880,7.5483,10.2363
S114,People_190_h,14,4.725600000023842,Photograph,2500.0,500.0,red,1250.0,0.0,0.56,0.0,35,1.5772999999523165,1000.0,500.0,0.86,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S114,Female_008_v,15,8.366,AI-Generated,2500.0,500.0,blue,1250.0,0.64,0.48,0.67,12,4.109,1000.0,500.0,0.34,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
S114,Faces_335_h,16,5.037699999928474,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.16,0.0,37,2.025,1000.0,500.0,0.67,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S114,Male_005_v,17,13.9125,Photograph,2500.0,500.0,red,1250.0,0.16,0.28,0.6,25,1.8153000000715256,1000.0,500.0,0.69,Erotic,Male,v,4.75,3.2,19.09,43.8873,6.7516,170084,11.4089,17.2027
S114,Faces_234_h,18,5.131600000023842,Photograph,2500.0,500.0,red,1250.0,0.0,0.36,0.01,49,1.9663999999761579,1000.0,500.0,0.44,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S114,People_116_h,19,7.5866999999284745,Photograph,2500.0,500.0,red,1250.0,0.18,0.72,0.65,4,2.871700000047684,1000.0,500.0,0.88,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S114,Male_008_v,20,8.036100000023842,AI-Generated,2500.0,500.0,blue,1250.0,0.55,0.5,0.83,55,2.6087000000476843,1000.0,500.0,0.84,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S114,Female_018_h,21,5.549299999952316,Photograph,2500.0,500.0,red,1250.0,1.0,1.0,1.0,52,2.1047000000476843,1000.0,500.0,0.82,Erotic,Female,h,6.5,7.45,73.3265,38.1936,6.9748,275330,3.457,12.5327
S114,Female_003_v,22,6.728300000071526,AI-Generated,2500.0,500.0,blue,1250.0,0.79,0.7,0.86,29,1.3425999999046325,1000.0,500.0,0.97,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S114,Female_009_h,23,6.913399999976158,AI-Generated,2500.0,500.0,blue,1250.0,0.99,0.96,0.95,10,3.643899999976158,1000.0,500.0,0.78,Erotic,Female,h,5.55,6.9,43.0143,73.5278,6.6181,176869,11.341,22.514
S114,Male_022_v,24,9.465100000023842,Photograph,2500.0,500.0,red,1250.0,0.37,0.06,0.65,5,2.636600000023842,1000.0,500.0,0.37,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S114,Female_019_h,25,7.752699999928474,Photograph,2500.0,500.0,red,1250.0,0.72,0.66,0.87,26,3.2693000000715258,1000.0,500.0,0.87,Erotic,Female,h,5.0,6.4,48.6266,36.3153,7.1507,254048,23.4717,33.9492
S114,Male_013_v,26,16.438299999952317,AI-Generated,2500.0,500.0,blue,1250.0,0.28,0.1,0.65,1,3.632,1000.0,500.0,0.85,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S114,Male_017_v,27,14.617799999952316,AI-Generated,2500.0,500.0,blue,1250.0,0.03,-0.9,0.13,54,2.617399999976158,1000.0,500.0,0.03,Erotic,Male,v,4.0,3.8,31.538,56.3546,7.2051,276400,5.2385,7.6499
S114,Male_023_v,28,9.643299999952315,Photograph,2500.0,500.0,red,1250.0,0.36,-0.12,0.55,14,2.665,1000.0,500.0,0.22,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S114,Male_001_v,29,7.417,Photograph,2500.0,500.0,red,1250.0,0.0,-0.98,0.0,19,2.470700000047684,1000.0,500.0,0.74,Erotic,Male,v,3.7,4.25,60.0397,72.0716,7.7395,265152,4.5447,6.449
S114,Male_007_h,30,10.969899999976159,Photograph,2500.0,500.0,red,1250.0,0.0,-0.28,0.0,50,1.3978000000715256,1000.0,500.0,0.19,Erotic,Male,h,4.05,3.3,50.1922,54.4775,7.6965,469938,3.1066,14.9059
S114,Female_005_v,31,9.892100000023841,AI-Generated,2500.0,500.0,blue,1250.0,0.33,0.06,0.7,43,2.317899999976158,1000.0,500.0,0.9,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S114,Female_023_h,32,10.387,Photograph,2500.0,500.0,red,1250.0,0.39,0.32,0.62,45,1.6438000000715256,1000.0,500.0,0.78,Erotic,Female,h,5.4,6.85,20.4158,63.53,6.0347,214797,1.8632,7.0814
S114,Male_011_v,33,9.361800000071526,Photograph,2500.0,500.0,red,1250.0,0.34,0.22,0.58,40,1.6727000000476835,1000.0,500.0,0.36,Erotic,Male,v,3.15,4.6,40.2007,66.7949,7.44,265717,8.1808,11.1864
S114,Female_013_h,34,14.655199999928474,Photograph,2500.0,500.0,red,1250.0,0.62,0.66,0.76,46,1.6075,1000.0,500.0,0.81,Erotic,Female,h,5.5,6.85,21.5101,68.6277,4.6639,137297,3.4277,3.1779
S114,Faces_328_v,35,6.707,Photograph,2500.0,500.0,red,1250.0,0.02,0.36,0.01,28,1.7021999999284745,1000.0,500.0,0.74,Non-erotic,Faces,v,2.7,4.85,35.5883,57.6711,7.3988,171031,-0.3112,-1.7416
S114,Female_002_h,36,8.118799999952316,Photograph,2500.0,500.0,red,1250.0,0.76,0.84,0.77,9,1.6922999999523165,1000.0,500.0,0.93,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S114,Faces_160_v,37,10.202799999952317,Photograph,2500.0,500.0,red,1250.0,0.0,0.58,0.0,31,2.0283000000715257,1000.0,500.0,0.87,Non-erotic,Faces,v,2.95,4.8,43.744,85.794,7.5611,145663,7.3603,10.0906
S114,People_172_v,38,5.067599999904632,Photograph,2500.0,500.0,red,1250.0,0.0,0.5,0.0,6,2.8363000000715255,1000.0,500.0,0.88,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S114,People_187_h,39,4.162700000047684,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.72,0.0,11,3.3236000000238417,1000.0,500.0,0.65,Non-erotic,People,h,4.55,6.9,48.6317,72.6593,7.9149,445830,-1.5361,3.8181
S114,Faces_352_h,40,10.6645,Photograph,2500.0,500.0,red,1250.0,0.18,0.66,0.03,30,2.8091999999284742,1000.0,500.0,1.0,Non-erotic,Faces,h,4.15,6.7,39.6994,55.2244,7.6593,293080,1.4487,1.8242
S114,People_146_h,41,4.483100000023842,Photograph,2500.0,500.0,red,1250.0,0.0,-0.68,0.0,2,4.2502999999523166,1000.0,500.0,0.84,Non-erotic,People,h,2.35,4.65,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S114,People_169_h,42,3.622100000023842,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.56,0.0,48,1.334100000023842,1000.0,500.0,0.92,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S114,Male_020_v,43,6.209299999952316,AI-Generated,2500.0,500.0,blue,1250.0,0.23,0.3,0.73,24,1.7552000000476835,1000.0,500.0,0.74,Erotic,Male,v,3.25,3.95,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S114,Female_006_v,44,6.918800000071526,AI-Generated,2500.0,500.0,blue,1250.0,0.7,0.54,0.73,18,5.538,1000.0,500.0,0.1,Erotic,Female,v,5.7,7.1,63.1318,63.865,7.7492,186016,2.4502,14.6292
S114,People_132_h,45,7.356100000023842,Photograph,2500.0,500.0,red,1250.0,0.0,-0.18,0.0,7,1.9596999999284743,1000.0,500.0,0.81,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S114,Male_009_v,46,11.529800000071525,Photograph,2500.0,500.0,red,1250.0,0.22,0.34,0.59,57,1.4583999999761579,1000.0,500.0,0.24,Erotic,Male,v,2.85,4.45,43.2111,60.8704,7.489,271374,13.4711,15.6762
S114,Male_003_v,47,6.858100000023842,AI-Generated,2500.0,500.0,blue,1250.0,0.16,-0.7,0.15,39,2.0838000000715255,1000.0,500.0,0.17,Erotic,Male,v,3.65,4.2,46.1739,49.4077,7.4926,228056,3.5967,7.3901
S114,Female_015_v,48,5.064300000071525,Photograph,2500.0,500.0,red,1250.0,0.76,1.0,0.91,60,1.813,1000.0,500.0,0.83,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S114,Female_020_v,49,7.127100000023842,AI-Generated,2500.0,500.0,blue,1250.0,0.96,0.9,0.9,42,2.2198000000715257,1000.0,500.0,0.71,Erotic,Female,v,6.2,7.35,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S114,Female_021_h,50,14.485199999928474,Photograph,2500.0,500.0,red,1250.0,0.67,0.4,0.79,58,4.032800000071526,1000.0,500.0,0.44,Erotic,Female,h,6.3,7.1,62.5048,59.7605,7.3816,237825,8.8278,10.335
S114,Male_012_h,51,8.958600000023841,AI-Generated,2500.0,500.0,blue,1250.0,0.02,-0.56,0.42,59,3.987,1000.0,500.0,0.68,Erotic,Male,h,2.95,3.55,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S114,Faces_314_h,52,6.318700000047683,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.36,0.0,34,2.104,1000.0,500.0,0.87,Non-erotic,Faces,h,3.3,5.25,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S114,Female_011_h,53,5.154099999904632,AI-Generated,2500.0,500.0,blue,1250.0,0.71,0.62,0.87,23,2.459600000023842,1000.0,500.0,0.42,Erotic,Female,h,5.85,7.6,59.689,56.5583,7.4167,142606,7.0771,8.9211
S114,Female_001_h,54,6.962899999976158,Photograph,2500.0,500.0,red,1250.0,0.67,0.74,0.8,51,2.5395,1000.0,500.0,0.81,Erotic,Female,h,5.3,6.9,58.36,49.2428,7.2143,249227,27.1818,10.7039
S114,Male_025_v,55,5.791700000047684,Photograph,2500.0,500.0,red,1250.0,0.29,0.66,0.66,56,1.6831999999284744,1000.0,500.0,0.8,Erotic,Male,v,3.55,3.45,29.0652,60.357,6.8769,267633,2.7805,-0.966
S114,Female_022_h,56,6.121899999976158,Photograph,2500.0,500.0,red,1250.0,0.83,0.68,0.87,41,2.0201000000238416,1000.0,500.0,0.34,Erotic,Female,h,6.1,7.05,56.5834,63.7769,7.3921,216160,15.4662,4.3765
S114,Male_024_h,57,6.703100000023841,Photograph,2500.0,500.0,red,1250.0,0.37,0.34,0.72,22,1.6743999999761578,1000.0,500.0,0.35,Erotic,Male,h,2.6,4.5,35.3457,44.1672,7.3268,201056,11.8279,13.8626
S114,Faces_349_h,58,7.7977000000476835,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.4,0.0,20,2.754299999952316,1000.0,500.0,0.29,Non-erotic,Faces,h,2.75,5.65,30.7027,59.0963,7.5596,215553,0.697,0.5981
S114,Female_012_v,59,5.678100000023842,AI-Generated,2500.0,500.0,blue,1250.0,0.94,1.0,1.0,53,1.637100000023842,1000.0,500.0,0.82,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S114,People_056_h,60,5.8015,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.3,0.0,36,2.191899999976158,1000.0,500.0,0.31,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S113,Female_018_h,1,38.747,Photograph,2500.0,500.0,red,1250.0,1.0,0.64,1.0,29,3.132,1000.0,500.0,1.0,Erotic,Female,h,6.5,7.45,73.3265,38.1936,6.9748,275330,3.457,12.5327
S113,Male_012_h,2,13.961,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.12,39,1.375,1000.0,500.0,0.89,Erotic,Male,h,2.95,3.55,76.3947,43.9723,7.2393,331233,4.1326,8.2885
S113,Male_022_v,3,8.507,Photograph,2500.0,500.0,red,1250.0,0.04,-0.88,0.0,7,1.932,1000.0,500.0,0.32,Erotic,Male,v,5.15,3.1,43.1253,52.5585,7.6091,257785,2.6258,12.346
S113,Female_004_v,4,6.467,AI-Generated,2500.0,500.0,blue,1250.0,0.83,0.54,0.75,14,1.792,1000.0,500.0,0.94,Erotic,Female,v,5.8,7.25,66.2497,74.0566,6.894,218444,2.2245,-3.4638
S113,People_176_h,5,20.434,Photograph,2500.0,500.0,red,1250.0,0.09,0.38,0.34,33,1.857,1000.0,500.0,0.19,Non-erotic,People,h,4.4,7.1,74.0151,69.2438,6.6467,271588,0.256,0.081
S113,Female_015_v,6,9.334,AI-Generated,2500.0,500.0,blue,1250.0,0.96,0.86,0.92,22,2.235,1000.0,500.0,0.98,Erotic,Female,v,5.55,7.3,65.2389,53.402,7.5418,171124,8.0169,14.7847
S113,Faces_234_h,7,6.99,AI-Generated,2500.0,500.0,blue,1250.0,0.12,0.34,0.17,24,1.689,1000.0,500.0,0.89,Non-erotic,Faces,h,4.0,6.2,41.9783,67.2103,7.8073,506847,-3.0751,15.1934
S113,Female_003_v,8,9.685,Photograph,2500.0,500.0,red,1250.0,0.87,0.66,0.93,4,2.565,1000.0,500.0,1.0,Erotic,Female,v,5.1,7.0,71.1543,54.6216,7.4449,118707,7.0815,2.7069
S113,People_190_h,9,12.543,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.54,0.41,31,1.702,1000.0,500.0,1.0,Non-erotic,People,h,5.0,7.6,43.0061,55.7373,7.6983,385125,-0.7026,-13.3812
S113,People_187_h,10,7.698,AI-Generated,2500.0,500.0,blue,1250.0,0.68,1.0,0.91,36,1.815,1000.0,500.0,0.18,Non-erotic,People,h,4.55,6.9,48.6317,72.6593,7.9149,445830,-1.5361,3.8181
S113,Male_020_v,11,10.887,Photograph,2500.0,500.0,red,1250.0,0.0,-1.0,0.0,6,1.863,1000.0,500.0,0.83,Erotic,Male,v,3.25,3.95,76.8132,61.7412,7.1453,157062,4.0439,6.6188
S113,Male_023_v,12,5.289,Photograph,2500.0,500.0,red,1250.0,0.04,-1.0,0.0,37,1.408,1000.0,500.0,0.9,Erotic,Male,v,3.0,5.05,51.0533,59.4542,7.7168,201176,12.5798,16.3443
S113,Female_008_v,13,9.405,AI-Generated,2500.0,500.0,blue,1250.0,0.96,0.64,0.97,41,1.71,1000.0,500.0,0.85,Erotic,Female,v,4.7,6.4,52.8173,72.8334,7.4938,155798,1.2756,4.492
S113,Faces_349_h,14,7.908,Photograph,2500.0,500.0,red,1250.0,0.07,0.3,0.57,46,3.003,1000.0,500.0,1.0,Non-erotic,Faces,h,2.75,5.65,30.7027,59.0963,7.5596,215553,0.697,0.5981
S113,Female_017_v,15,7.79,Photograph,2500.0,500.0,red,1250.0,0.74,0.32,0.73,26,1.762,1000.0,500.0,0.79,Erotic,Female,v,5.75,7.2,30.0066,71.3798,7.3457,261977,11.5136,10.9459
S113,People_172_v,16,13.329,Photograph,2500.0,500.0,red,1250.0,0.17,0.28,0.35,8,1.891,1000.0,500.0,0.75,Non-erotic,People,v,4.35,7.15,49.9957,56.3597,7.6186,359216,-8.8494,0.6884
S113,People_056_h,17,5.018,Photograph,2500.0,500.0,red,1250.0,0.01,-0.98,0.03,60,1.479,1000.0,500.0,0.88,Non-erotic,People,h,2.15,5.15,37.8293,68.5276,7.7565,159859,-0.427,2.1235
S113,People_116_h,18,10.053,Photograph,2500.0,500.0,red,1250.0,0.13,0.32,0.08,19,1.693,1000.0,500.0,0.96,Non-erotic,People,h,3.95,6.55,36.0174,75.2758,7.6169,324300,-0.8448,-1.976
S113,Female_016_h,19,8.451,Photograph,2500.0,500.0,red,1250.0,0.66,0.88,0.74,52,1.716,1000.0,500.0,0.88,Erotic,Female,h,4.5,6.65,52.7456,37.7359,7.2035,198286,33.7434,20.4305
S113,Female_002_h,20,4.772,AI-Generated,2500.0,500.0,blue,1250.0,1.0,0.82,0.88,28,1.845,1000.0,500.0,0.98,Erotic,Female,h,5.85,7.4,32.6608,57.3367,7.5265,428384,0.1224,13.5464
S113,Male_015_v,21,4.202,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.04,54,1.542,1000.0,500.0,0.94,Erotic,Male,v,2.7,4.8,20.0917,76.4888,3.8868,167601,1.4845,8.8924
S113,People_169_h,22,5.7,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.4,0.54,23,1.706,1000.0,500.0,0.99,Non-erotic,People,h,4.15,6.6,54.9775,81.4202,7.7471,466618,0.3259,3.9071
S113,Female_012_v,23,5.109,AI-Generated,2500.0,500.0,blue,1250.0,0.9,0.64,0.91,20,3.531,1000.0,500.0,1.0,Erotic,Female,v,5.15,7.05,57.6698,65.0532,7.8207,207243,4.5309,8.2501
S113,People_132_h,24,5.824,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.44,0.64,47,1.542,1000.0,500.0,0.81,Non-erotic,People,h,3.5,4.9,46.8945,57.9992,7.5629,211838,-2.9026,11.8506
S113,Faces_330_v,25,7.486,AI-Generated,2500.0,500.0,blue,1250.0,0.0,0.2,0.63,30,1.63,1000.0,500.0,1.0,Non-erotic,Faces,v,4.45,6.35,30.0082,41.7458,7.2395,325837,-0.4702,0.9357
S113,Female_005_v,26,8.67,Photograph,2500.0,500.0,red,1250.0,0.68,0.4,0.75,53,2.178,1000.0,500.0,0.69,Erotic,Female,v,5.6,6.25,44.8525,70.3649,7.6863,270082,11.7249,10.9722
S113,Female_020_v,27,6.95,AI-Generated,2500.0,500.0,blue,1250.0,0.97,0.48,0.92,42,2.171,1000.0,500.0,0.99,Erotic,Female,v,6.2,7.35,50.7307,36.7955,7.0191,173444,4.4367,4.5166
S113,Faces_184_h,28,10.469,AI-Generated,2500.0,500.0,blue,1250.0,0.03,-0.22,0.23,18,1.461,1000.0,500.0,0.81,Non-erotic,Faces,h,2.45,5.6,33.5125,62.699,7.5512,186474,11.1965,23.2193
S113,People_157_h,29,10.436,Photograph,2500.0,500.0,red,1250.0,0.0,0.32,0.62,58,1.629,1000.0,500.0,1.0,Non-erotic,People,h,3.05,5.25,39.5283,67.7615,7.7856,400343,4.2241,5.451
S113,Male_013_v,30,3.947,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-0.94,0.0,12,1.958,1000.0,500.0,0.75,Erotic,Male,v,3.75,3.7,44.0686,86.7349,7.4514,293448,11.5375,24.8859
S113,Male_017_v,31,3.075,Photograph,2500.0,500.0,red,1250.0,0.0,-0.92,0.01,48,1.456,1000.0,500.0,0.84,Erotic,Male,v,4.0,3.8,31.538,56.3546,7.2051,276400,5.2385,7.6499
S113,Faces_335_h,32,3.288,Photograph,2500.0,500.0,red,1250.0,0.0,-0.92,0.02,17,1.71,1000.0,500.0,0.98,Non-erotic,Faces,h,2.5,5.55,38.8455,76.9787,7.6725,194229,0.9408,3.6752
S113,Faces_314_h,33,3.863,Photograph,2500.0,500.0,red,1250.0,0.01,-0.9,0.0,3,1.947,1000.0,500.0,0.86,Non-erotic,Faces,h,3.3,5.25,60.1728,58.7845,7.6537,255417,-5.0633,-2.6592
S113,Male_008_v,34,11.129,Photograph,2500.0,500.0,red,1250.0,0.0,-0.06,0.13,43,1.566,1000.0,500.0,0.81,Erotic,Male,v,4.45,3.4,49.8422,61.1046,7.609,207491,14.1516,16.1108
S113,People_146_h,35,3.094,AI-Generated,2500.0,500.0,blue,1250.0,0.0,-1.0,0.0,50,1.575,1000.0,500.0,1.0,Non-erotic,People,h,2.35,4.65,49.0548,56.7789,7.6988,343985,-1.4558,4.264
S113,Female_011_h,36,7.557,Photograph,2500.0,500.0,red,1250.0,0.66,0.5,0.65,16,1.736,1000.0,500.0,0.75,Erotic,Female,h,5.85,7.6,59.689,56.5583,7.4167,142606,7.0771,8.9211
